490,280
491,281
492,278
493,275
493,274
491,276
491,274
491,272
491,271
490,271
490,269
490,266
490,265
490,263
488,260
487,259
486,258
486,256
486,253
485,251
485,248
485,245
485,242
484,239
484,236
483,233
483,229
482,224
482,221
481,219
482,213
481,210
481,206
480,203
480,200
479,197
478,193
478,191
477,191
477,187
477,183
476,180
476,176
475,170
474,167
474,164
473,161
473,158
473,153
473,150
473,146
473,142
473,138
473,135
472,132
472,130
471,127
471,126
471,124
472,122
473,118
475,114
475,110
475,104
475,101
476,95
474,90
471,87
470,83
466,78
465,73
462,69
460,65
460,59
459,52
459,47
460,43
460,40
460,38
460,36
461,33
462,32
463,30
464,29
466,28
467,26
470,26
474,26
477,25
479,26
480,24
482,24
484,27
485,26
487,27
