318,139
318,139
318,139
319,138
318,139
318,138
318,138
318,137
318,137
318,137
316,135
314,134
312,135
310,137
307,138
302,139
300,138
296,137
292,138
288,140
284,140
280,138
275,137
272,135
268,135
263,138
260,136
257,136
251,138
246,139
241,139
237,139
231,141
227,142
222,144
217,143
211,143
207,144
202,147
199,146
194,145
189,148
187,147
182,147
177,145
174,142
171,141
166,144
162,143
158,143
154,141
149,140
146,139
143,139
139,143
135,144
133,142
130,141
128,143
126,142
125,142
124,139
122,137
121,139
121,139
120,138
117,135
116,134
115,133
113,133
111,131
108,129
107,129
104,131
102,130
99,130
96,128
92,126
89,123
86,120
82,119
79,117
73,115
69,114
64,114
61,112
58,111
55,110
53,110
49,109
46,109
44,109
40,111
37,111
37,111
36,113
35,111
34,111
33,114
33,115
33,117
33,115
33,114
33,112
34,114
