262,231
262,230
263,228
262,224
261,217
260,216
260,214
260,214
261,214
264,213
265,214
267,214
269,215
271,215
272,218
273,225
273,226
275,227
276,226
276,227
278,228
279,227
281,226
282,228
284,226
286,224
286,223
287,224
289,225
289,224
290,223
292,222
295,220
296,216
298,215
300,214
302,211
305,209
306,204
308,200
308,196
310,191
311,190
312,188
314,188
314,186
314,186
314,186
313,185
311,183
310,180
309,179
309,178
308,178
308,176
306,176
305,177
305,177
306,178
306,177
305,176
305,175
306,175
308,174
311,173
312,172
315,172
318,173
322,174
326,174
329,174
334,176
338,174
343,175
346,175
351,174
357,175
359,174
363,174
368,175
371,172
377,171
380,170
383,168
387,168
390,169
394,168
399,169
401,169
404,168
408,168
412,167
417,165
420,165
425,166
428,166
432,165
436,165
441,166
444,164
448,165
452,166
456,165
462,164
466,162
470,160
473,160
477,161
480,160
484,160
487,159
492,158
494,157
496,159
499,161
501,161
505,161
509,161
513,161
515,162
516,163
520,165
523,163
526,164
528,164
530,165
532,166
533,165
535,165
537,164
539,164
541,166
543,166
546,165
547,165
550,166
552,165
554,166
557,167
560,166
563,166
567,169
572,170
575,168
579,166
582,168
585,166
588,165
591,164
593,164
595,163
597,164
599,167
601,165
604,163
606,165
607,165
610,166
612,167
614,167
615,169
614,172
612,179
613,179
613,183
611,191
609,197
608,201
609,206
608,211
604,218
603,222
600,228
600,232
598,238
600,241
602,243
602,245
603,250
