320,310
321,313
320,318
320,322
320,328
319,330
319,333
321,340
321,342
322,343
322,344
324,346
325,352
326,354
328,354
329,356
328,357
328,357
328,357
327,356
326,355
324,356
322,357
319,356
316,355
315,354
311,354
310,353
307,353
304,352
301,352
299,352
297,354
295,354
294,353
293,352
291,351
289,350
288,348
286,347
284,347
282,345
281,345
280,343
280,342
278,341
278,342
278,341
277,341
277,341
277,342
277,341
277,342
276,343
275,344
273,345
270,346
267,345
263,347
259,350
256,352
251,355
246,357
241,359
237,359
233,359
228,360
224,360
219,360
216,359
213,360
209,363
205,362
202,360
200,360
197,362
194,363
190,362
186,364
184,362
180,362
177,364
174,363
171,364
168,367
166,367
163,366
159,365
156,367
153,367
150,369
146,367
143,367
139,368
137,367
134,369
133,367
131,369
129,368
127,370
125,368
124,369
122,372
120,373
119,375
117,375
116,374
114,374
112,374
110,375
107,375
105,377
102,381
99,381
97,382
94,385
91,387
88,389
88,391
86,394
83,394
81,398
79,398
77,399
76,403
73,404
72,408
69,411
67,412
64,414
62,417
60,420
60,422
59,421
59,422
58,424
58,424
57,423
57,423
57,424
55,425
54,426
56,428
55,428
55,429
54,428
56,429
56,430
