299,226
297,229
298,228
298,228
298,228
298,228
298,228
298,229
299,229
299,229
298,229
298,230
298,230
300,232
301,233
302,232
302,232
303,230
304,229
305,228
307,226
309,227
311,227
313,223
316,222
319,223
322,223
325,222
328,221
332,221
335,220
338,220
341,220
345,221
348,221
351,221
355,221
359,221
362,220
365,219
369,218
372,218
376,218
378,219
383,219
386,219
391,217
395,217
397,218
399,219
402,219
407,219
410,218
414,217
417,217
420,216
424,216
426,216
430,218
433,217
436,218
438,218
442,217
445,217
447,217
449,219
452,218
456,214
462,204
467,199
471,195
474,196
477,193
479,193
481,193
482,193
484,193
486,193
489,194
491,193
494,192
496,191
499,193
501,195
503,192
506,190
508,189
509,191
509,192
511,192
512,194
514,196
516,195
517,195
519,195
520,197
522,198
524,197
527,196
529,194
530,195
532,198
535,199
537,197
538,200
539,199
541,201
543,201
545,200
546,199
547,200
548,202
549,203
550,204
552,205
554,202
555,203
556,203
557,204
558,206
559,206
561,205
562,207
563,206
564,207
565,205
566,205
568,204
569,205
570,203
571,204
572,206
573,206
573,207
575,206
575,207
577,207
578,206
579,204
579,206
581,206
583,207
585,207
588,206
591,204
593,206
595,205
597,207
597,212
598,214
599,217
599,221
597,227
600,226
599,233
600,236
602,238
605,239
607,243
606,250
601,262
604,263
605,265
604,270
605,272
603,276
605,276
