352,190
351,190
349,190
348,192
345,192
345,192
347,192
348,192
349,193
349,193
350,195
351,198
351,200
351,206
351,208
351,213
351,217
351,223
350,230
350,241
351,244
350,247
351,251
352,256
352,260
352,265
352,267
353,270
353,274
353,278
353,282
354,285
354,289
353,294
352,297
353,301
353,305
354,310
353,314
352,317
351,320
351,324
350,328
350,331
351,334
352,337
353,339
353,340
353,342
353,347
352,352
352,358
351,364
352,370
353,376
354,387
354,396
353,408
353,416
353,424
353,429
354,434
354,436
354,440
354,442
354,445
355,445
356,446
354,448
355,449
355,452
354,451
356,454
355,455
355,456
354,456
354,456
355,457
355,459
355,459
355,459
