364,321
365,320
365,318
365,317
364,318
363,318
364,318
364,318
364,317
364,316
364,314
365,310
364,309
363,304
362,299
361,291
363,284
363,280
363,275
363,271
363,268
363,265
362,261
363,257
364,254
364,250
364,248
364,245
364,241
364,237
364,234
364,232
364,230
364,226
366,222
366,219
366,214
366,209
366,204
366,200
367,197
366,194
366,188
367,183
366,180
366,176
366,172
365,167
364,161
364,154
363,150
362,144
362,138
362,132
362,127
363,124
363,122
364,120
365,116
366,112
368,106
370,101
370,97
370,94
370,91
371,88
371,85
371,82
370,79
368,75
367,72
365,68
364,65
362,61
362,59
360,58
359,55
359,51
358,46
357,42
356,40
355,38
354,36
353,35
354,33
355,32
355,32
354,32
353,30
354,29
354,30
354,30
355,31
354,30
354,30
353,28
352,27
352,28
351,27
351,30
