302,360
306,361
307,359
307,353
307,351
306,352
305,354
305,355
305,355
305,355
305,354
305,355
304,355
304,356
305,358
304,359
305,358
306,355
306,353
306,350
307,347
307,344
307,341
307,338
306,334
306,331
306,327
305,322
304,317
303,313
303,307
303,299
302,294
301,289
301,286
300,281
299,277
299,273
299,268
299,266
299,262
299,259
300,256
300,253
300,250
300,246
300,245
301,243
301,240
301,238
301,236
301,233
301,231
301,228
301,225
301,223
301,222
302,222
302,220
302,216
303,213
302,211
301,208
301,205
301,204
302,201
302,197
302,197
302,196
303,193
303,191
302,189
301,187
299,185
299,182
300,180
300,179
299,176
298,174
299,170
298,168
298,165
298,160
298,158
298,155
299,152
299,149
300,146
300,144
300,143
301,143
301,142
301,142
303,140
304,139
305,138
306,135
307,133
309,131
310,129
313,128
315,127
316,125
318,123
318,122
317,122
318,121
317,120
318,120
317,121
316,120
315,119
314,117
312,117
311,117
309,119
305,119
304,116
301,113
299,109
298,106
297,104
295,103
295,101
295,97
295,94
295,93
295,90
295,87
296,85
296,83
297,81
297,79
298,78
298,75
299,73
300,72
300,70
300,69
300,69
301,67
302,66
304,64
305,62
306,61
306,60
307,59
308,57
309,55
309,56
309,54
309,53
309,52
309,50
310,49
310,49
310,48
309,48
310,46
310,44
310,44
311,43
311,43
312,41
311,41
312,41
312,41
312,39
311,39
311,38
311,38
311,37
311,36
311,35
310,37
310,36
309,34
309,33
310,33
311,32
312,32
