344,233
344,226
346,224
346,223
348,223
348,220
347,219
347,219
346,218
345,216
343,215
342,215
341,216
341,215
342,216
341,220
341,220
341,221
341,222
340,221
340,220
340,220
339,219
338,220
336,218
333,218
331,215
328,214
325,214
320,214
317,213
313,214
310,215
306,217
302,219
300,219
297,220
295,219
292,220
289,223
286,223
285,222
283,222
279,224
276,224
272,224
269,225
266,226
263,225
259,226
256,225
253,226
251,224
250,224
249,227
248,227
247,228
246,226
246,225
246,226
247,224
247,224
247,224
246,222
246,221
245,222
244,221
242,219
241,216
239,215
234,217
229,216
224,214
219,214
213,217
207,217
201,218
195,220
191,219
185,219
182,220
178,221
173,223
170,223
167,223
164,224
161,227
158,229
155,229
153,232
151,230
149,230
146,230
143,232
141,230
139,229
136,230
135,230
133,230
131,229
131,228
130,228
130,229
129,230
127,229
125,229
122,227
119,228
117,229
114,229
111,232
109,233
106,234
100,234
92,234
85,232
79,231
75,229
69,228
65,229
61,231
56,234
54,234
51,237
48,238
47,238
46,236
44,235
41,235
40,234
39,237
37,239
35,238
33,236
31,238
29,238
28,239
27,239
26,241
25,240
25,240
24,239
23,240
22,241
22,246
