191,414
189,415
185,418
184,419
183,420
183,420
182,419
182,418
183,418
183,417
184,414
183,414
183,414
183,413
184,413
185,411
186,406
189,399
189,393
189,388
190,382
190,378
191,373
191,370
191,366
191,360
192,355
192,350
192,345
193,338
194,333
193,328
194,322
194,317
194,315
194,310
194,303
194,291
194,283
194,276
193,270
192,266
192,260
192,254
191,248
190,245
190,240
190,237
191,231
190,225
191,221
190,216
189,213
190,210
191,206
191,202
191,198
191,194
191,191
192,187
192,183
192,179
191,176
191,172
191,169
191,165
190,162
190,159
191,155
191,151
191,147
191,141
191,138
191,136
191,134
191,131
190,126
190,123
190,120
191,117
190,112
191,109
192,106
192,104
194,101
194,98
193,94
193,92
192,91
192,89
191,89
190,87
189,85
189,84
188,83
188,81
189,80
190,79
189,80
188,79
188,78
186,78
185,76
183,75
181,74
180,75
179,74
178,74
178,75
179,75
181,77
184,77
186,77
187,77
188,78
188,77
